 0.0012825 0.0013600 0.0014535 0.0015570 0.0016020 0.0017385 0.0018145 0.0019000 0.0020045 0.0021280 0.0024000
 0.0012750 0.0013680 0.0014705 0.0016020 0.0016470 0.0018145 0.0019000 0.0020045 0.0021280 0.0022800 0.0025800
 0.0012825 0.0013840 0.0015130 0.0016470 0.0017190 0.0019000 0.0020045 0.0021280 0.0022800 0.0024510 0.0027900
 0.0012975 0.0014240 0.0015555 0.0017190 0.0018000 0.0020045 0.0021280 0.0022800 0.0024510 0.0026505 0.0030200
 0.0013350 0.0014640 0.0016235 0.0018000 0.0018990 0.0021280 0.0022800 0.0024510 0.0026505 0.0028690 0.0032900
 0.0013725 0.0015280 0.0017000 0.0018990 0.0020160 0.0022800 0.0024510 0.0026505 0.0028690 0.0031255 0.0035600
 0.0014325 0.0016000 0.0017935 0.0020160 0.0021600 0.0024510 0.0026505 0.0028690 0.0031255 0.0033820 0.0038700
 0.0015000 0.0016880 0.0019040 0.0021600 0.0023220 0.0026505 0.0028690 0.0031255 0.0033820 0.0036765 0.0041900
 0.0015825 0.0017920 0.0020400 0.0023220 0.0025110 0.0028690 0.0031255 0.0033820 0.0036765 0.0039805 0.0045500
 0.0016800 0.0019200 0.0021930 0.0025110 0.0027180 0.0031255 0.0033820 0.0036765 0.0039805 0.0043225 0.0049200
 0.0018000 0.0020640 0.0023715 0.0027180 0.0029610 0.0033820 0.0036765 0.0039805 0.0043225 0.0046740 0.0053200
 0.0019350 0.0022320 0.0025670 0.0029610 0.0032040 0.0036765 0.0039805 0.0043225 0.0046740 0.0050540 0.0057400
 0.0020925 0.0024160 0.0027965 0.0032040 0.0034830 0.0039805 0.0043225 0.0046740 0.0050540 0.0054530 0.0062100
 0.0021140 0.0024675 0.0028480 0.0032895 0.0035615 0.0040950 0.0046740 0.0050540 0.0054530 0.0058995 0.0067100
 0.0023030 0.0026700 0.0030960 0.0035615 0.0038675 0.0044280 0.0050540 0.0054530 0.0058995 0.0063745 0.0073000
 0.0024920 0.0029025 0.0033520 0.0038675 0.0041820 0.0047880 0.0054530 0.0058995 0.0063745 0.0069350 0.0079600
 0.0027090 0.0031425 0.0036400 0.0041820 0.0045220 0.0051660 0.0058995 0.0063745 0.0069350 0.0075620 0.0087100
 0.0029330 0.0034125 0.0039360 0.0045220 0.0048790 0.0055890 0.0063745 0.0069350 0.0075620 0.0082745 0.0095600
 0.0029575 0.0034440 0.0039900 0.0045920 0.0049680 0.0057035 0.0065700 0.0071640 0.0078390 0.0086040 0.0104700
 0.0031980 0.0037240 0.0043050 0.0049680 0.0053680 0.0062050 0.0071640 0.0078390 0.0086040 0.0094230 0.0114600
 0.0034580 0.0040180 0.0046575 0.0053680 0.0058400 0.0067660 0.0078390 0.0086040 0.0094230 0.0103140 0.0124900
 0.0037310 0.0043470 0.0050325 0.0058400 0.0063680 0.0074035 0.0086040 0.0094230 0.0103140 0.0112410 0.0135900
 0.0040365 0.0046970 0.0054750 0.0063680 0.0069680 0.0081260 0.0094230 0.0103140 0.0112410 0.0122310 0.0147700
 0.0040931 0.0047450 0.0055720 0.0065325 0.0071700 0.0083760 0.0097410 0.0106165 0.0115515 0.0125545 0.0160800
 0.0044530 0.0051740 0.0060970 0.0071700 0.0078525 0.0091680 0.0106165 0.0115515 0.0125545 0.0136680 0.0175400
 0.0048556 0.0056615 0.0066920 0.0078525 0.0085950 0.0099920 0.0115515 0.0125545 0.0136680 0.0149090 0.0191900
 0.0053131 0.0062140 0.0073290 0.0085950 0.0093675 0.0108720 0.0125545 0.0136680 0.0149090 0.0163115 0.0210600
 0.0058316 0.0068055 0.0080220 0.0093675 0.0101925 0.0118160 0.0136680 0.0149090 0.0163115 0.0179010 0.0231400
 0.0058632 0.0068760 0.0081185 0.0095130 0.0103390 0.0120600 0.0140320 0.0153520 0.0168480 0.0185120 0.0254200
 0.0064176 0.0074940 0.0088335 0.0103390 0.0112560 0.0131550 0.0153520 0.0168480 0.0185120 0.0203360 0.0278500
 0.0069944 0.0081540 0.0096005 0.0112560 0.0122780 0.0143925 0.0168480 0.0185120 0.0203360 0.0222800 0.0304400
 0.0076104 0.0088620 0.0104520 0.0122780 0.0134330 0.0157950 0.0185120 0.0203360 0.0222800 0.0243520 0.0331900
 0.0082712 0.0096480 0.0114010 0.0134330 0.0147420 0.0173550 0.0203360 0.0222800 0.0243520 0.0265520 0.0361700
 0.0083616 0.0098224 0.0115140 0.0136890 0.0150410 0.0177940 0.0208875 0.0228300 0.0248925 0.0271275 0.0395100
 0.0091208 0.0107464 0.0126360 0.0150410 0.0165230 0.0194950 0.0228300 0.0248925 0.0271275 0.0296325 0.0433000
 0.0099788 0.0117936 0.0138840 0.0165230 0.0181025 0.0213080 0.0248925 0.0271275 0.0296325 0.0324750 0.0476500
 0.0109512 0.0129584 0.0152520 0.0181025 0.0197860 0.0232330 0.0271275 0.0296325 0.0324750 0.0357375 0.0526400
 0.0120328 0.0142352 0.0167100 0.0197860 0.0215735 0.0253190 0.0296325 0.0324750 0.0357375 0.0394800 0.0581900
 0.0122016 0.0144820 0.0167420 0.0199140 0.0217020 0.0256815 0.0303100 0.0333550 0.0368480 0.0407330 0.0641900
 0.0133680 0.0158288 0.0182545 0.0217020 0.0237060 0.0281450 0.0333550 0.0368480 0.0407330 0.0449330 0.0705300
 0.0146112 0.0172588 0.0198935 0.0237060 0.0259800 0.0309725 0.0368480 0.0407330 0.0449330 0.0493710 0.0771200
 0.0159312 0.0188084 0.0217305 0.0259800 0.0285900 0.0342160 0.0407330 0.0449330 0.0493710 0.0539840 0.0839000
 0.0173616 0.0205452 0.0238150 0.0285900 0.0315840 0.0378235 0.0449330 0.0493710 0.0539840 0.0587300 0.0910500
 0.0189648 0.0225160 0.0262075 0.0315840 0.0349140 0.0417235 0.0493710 0.0539840 0.0587300 0.0637350 0.0988400
 0.0207840 0.0247780 0.0289520 0.0349140 0.0385140 0.0458445 0.0539840 0.0587300 0.0637350 0.0691880 0.1074800
 0.0228720 0.0273728 0.0320045 0.0385140 0.0423180 0.0501280 0.0587300 0.0637350 0.0691880 0.0752360 0.1172500
 0.0252672 0.0302588 0.0353045 0.0423180 0.0462720 0.0545350 0.0637350 0.0691880 0.0752360 0.0820750 0.1282600
 0.0279312 0.0333788 0.0387915 0.0462720 0.0503400 0.0591825 0.0691880 0.0752360 0.0820750 0.0897820 0.1402500
 0.0308112 0.0366756 0.0424160 0.0503400 0.0546300 0.0642460 0.0752360 0.0820750 0.0897820 0.0981750 0.1529500
 0.0338544 0.0401024 0.0461450 0.0546300 0.0593040 0.0698620 0.0820750 0.0897820 0.0981750 0.1070650 0.1660900
 0.0370176 0.0436280 0.0500775 0.0593040 0.0644880 0.0762125 0.0897820 0.0981750 0.1070650 0.1162630 0.1795500
 0.0402720 0.0473460 0.0543620 0.0644880 0.0703500 0.0833690 0.0981750 0.1070650 0.1162630 0.1256850 0.1932700
 0.0437040 0.0513968 0.0591140 0.0703500 0.0769560 0.0911625 0.1070650 0.1162630 0.1256850 0.1352890 0.2072900
 0.0474432 0.0558896 0.0644875 0.0769560 0.0841500 0.0994175 0.1162630 0.1256850 0.1352890 0.1451030 0.2217700
 0.0515904 0.0609700 0.0705430 0.0841500 0.0917700 0.1079585 0.1256850 0.1352890 0.1451030 0.1552390 0.2369800
 0.0562800 0.0666952 0.0771375 0.0917700 0.0996540 0.1167075 0.1352890 0.1451030 0.1552390 0.1658860 0.2534500
 0.0615648 0.0729300 0.0841225 0.0996540 0.1077300 0.1256255 0.1451030 0.1552390 0.1658860 0.1774150 0.2721100
 0.0673200 0.0795340 0.0913495 0.1077300 0.1159620 0.1347385 0.1552390 0.1658860 0.1774150 0.1904770 0.2959000
 0.0734160 0.0863668 0.0987525 0.1159620 0.1243740 0.1441505 0.1658860 0.1774150 0.1904770 0.2071300 0.3299600
 0.0797232 0.0933660 0.1062985 0.1243740 0.1330620 0.1540370 0.1774150 0.1904770 0.2071300 0.2309720 0.3845500
 0.0861840 0.1005004 0.1140095 0.1330620 0.1421880 0.1647425 0.1904770 0.2071300 0.2309720 0.2691850 0.4802000
 0.0927696 0.1077908 0.1219735 0.1421880 0.1520700 0.1768715 0.2071300 0.2309720 0.2691850 0.3361400 0.6579800
 0.0994992 0.1153204 0.1303390 0.1520700 0.1632660 0.1923350 0.2309720 0.2691850 0.3361400 0.4605860 1.0000000
